Code	ISU_CD	Name	Market	Dept	Close	ChangeCode	Changes	ChagesRatio	Open	High	Low	Volume	Amount	Marcap	Stocks	MarketId
005490	KR7005490008	POSCO홀딩스	KOSPI		251500	1	500	0.2	251000	256000	250500	105462	26668292750	20354637428000	80932952	STK
028260	KR7028260008	삼성물산	KOSPI		116600	1	2100	1.83	114200	116600	113600	47060	5417595300	19819265030400	169976544	STK
259960	KR7259960003	크래프톤	KOSPI		380000	2	-4500	-1.17	385000	386000	378000	39130	14965521750	18206198620000	47911049	STK
035720	KR7035720002	카카오	KOSPI		39350	1	450	1.16	38550	40150	38425	801028	31566596000	17466378940000	443872400	STK
086790	KR7086790003	하나금융지주	KOSPI		60000	1	300	0.5	59300	60100	58900	172974	10323597500	17234452800000	287240880	STK
000810	KR7000810002	삼성화재	KOSPI		358000	1	3500	0.99	355500	360000	353000	20220	7211448750	16960191646000	47374837	STK
011200	KR7011200003	HMM	KOSPI		19010	1	50	0.26	19110	19550	18990	981502	18852307640	16748560818960	881039496	STK
032830	KR7032830002	삼성생명	KOSPI		82700	1	2400	2.99	80800	83400	79400	94190	7705224150	16540000000000	200000000	STK
034020	KR7034020008	두산에너빌리티	KOSPI		25800	2	-250	-0.96	25600	26200	25600	2064566	53511475725	16526477566800	640561146	STK
009540	KR7009540006	HD한국조선해양	KOSPI		231000	1	9000	4.05	222000	232000	222000	81503	18453368250	16348589796000	70773116	STK
015760	KR7015760002	한국전력	KOSPI		25150	2	-150	-0.59	25500	25500	24900	893940	22433975575	16145396536550	641964077	STK
051910	KR7051910008	LG화학	KOSPI		216000	2	-1500	-0.69	216000	220500	215000	65242	14177136750	15247946088000	70592343	STK
010130	KR7010130003	고려아연	KOSPI		695000	1	11000	1.61	684000	705000	675000	6953	4822075000	14388781685000	20703283	STK
096770	KR7096770003	SK이노베이션	KOSPI		92400	2	-200	-0.22	92100	93200	91800	58260	5386507050	13955613302400	151034776	STK
033780	KR7033780008	KT&G	KOSPI		114200	1	3600	3.25	111300	115600	110300	173528	19706184550	13939537157400	122062497	STK
316140	KR7316140003	우리금융지주	KOSPI		17025	1	35	0.21	16990	17100	16920	780389	13290628840	12642620304525	742591501	STK
064350	KR7064350002	현대로템	KOSPI		115100	1	2100	1.86	112500	116100	112000	427784	48924620450	12562277924300	109142293	STK
017670	KR7017670001	SK텔레콤	KOSPI		58400	1	400	0.69	58100	58800	57700	252325	14694101900	12543739095200	214790053	STK
010140	KR7010140002	삼성중공업	KOSPI		14150	1	160	1.14	13840	14180	13840	2644486	37191699275	12452000000000	880000000	STK
030200	KR7030200000	KT	KOSPI		49400	2	-200	-0.4	49750	49750	49200	45883	2268709425	12449871239000	252021685	STK
006400	KR7006400006	삼성SDI	KOSPI		176700	2	-1100	-0.62	176900	179800	176500	93984	16704861000	12150692451000	68764530	STK
267260	KR7267260008	HD현대일렉트릭	KOSPI		330500	2	-3000	-0.9	329000	333500	326000	74301	24506383000	11913578117500	36047135	STK
024110	KR7024110009	기업은행	KOSPI		14740	1	40	0.27	14680	14770	14610	201028	2959138470	11754057309060	797425869	STK
066570	KR7066570003	LG전자	KOSPI		69800	2	-600	-0.85	69800	70100	69500	75750	5284897500	11422617417200	163647814	STK
402340	KR7402340004	SK스퀘어	KOSPI		82100	2	-1600	-1.91	83800	83800	81700	50833	4185214100	10964295397600	133548056	STK
323410	KR7323410001	카카오뱅크	KOSPI		21050	2	-50	-0.24	21000	21250	20800	113759	2397018575	10040347683850	476976137	STK
003550	KR7003550001	LG	KOSPI		63600	1	400	0.63	63100	63700	62700	36421	2307020550	10004343154800	157300993	STK
003670	KR7003670007	포스코퓨처엠	KOSPI		124800	1	400	0.32	124400	128000	123300	73895	9307162300	9667409856000	77463220	STK
352820	KR7352820005	하이브	KOSPI		231000	1	1000	0.43	229000	233000	228500	60197	13886153250	9621634407000	41652097	STK
034730	KR7034730002	SK	KOSPI		129900	1	2600	2.04	127100	131300	126300	95332	12379388350	9418101119700	72502703	STK
000100	KR7000100008	유한양행	KOSPI		115000	2	-500	-0.43	114400	116300	114300	104743	12079505050	9224042360000	80209064	STK
018260	KR7018260000	삼성에스디에스	KOSPI		118800	1	1900	1.63	116700	119200	116300	40891	4831659250	9192482640000	77377800	STK
047050	KR7047050000	포스코인터내셔널	KOSPI		51300	1	400	0.79	50700	52000	50500	130723	6705641200	9024839024400	175922788	STK
009150	KR7009150004	삼성전기	KOSPI		120000	2	-1200	-0.99	120000	121200	119500	55634	6684616650	8963243520000	74693696	STK
086280	KR7086280005	현대글로비스	KOSPI		112000	2	-1500	-1.32	113600	114100	111100	48738	5479375950	8400000000000	75000000	STK
047810	KR7047810007	한국항공우주	KOSPI		83900	1	3400	4.22	79800	86000	79800	833024	69784876800	8178161477300	97475107	STK
326030	KR7326030004	SK바이오팜	KOSPI		104400	2	-500	-0.48	104500	105500	103900	22992	2407811100	8175903300000	78313250	STK
003490	KR7003490000	대한항공	KOSPI		20400	2	-50	-0.24	20400	20450	20300	230169	4685466275	7511701484400	368220661	STK
272210	KR7272210006	한화시스템	KOSPI		39300	1	900	2.34	37750	39600	37750	1426559	55609115375	7424531987700	188919389	STK
443060	KR7443060009	HD현대마린솔루션	KOSPI		162000	1	2800	1.76	155700	163500	155700	41486	6681808850	7262332020000	44829210	STK
003230	KR7003230000	삼양식품	KOSPI		960000	1	3000	0.31	959000	972000	950000	8555	8213286000	7231694400000	7533015	STK
042700	KR7042700005	한미반도체	KOSPI		73200	2	-1900	-2.53	73000	74300	72000	466316	33973575850	7072163758800	96614259	STK
028300	KR7028300002	HLB	KOSDAQ	중견기업부	53400	2	-100	-0.19	52900	54000	52600	146183	7802116550	7018099592400	131425086	KSQ
079550	KR7079550000	LIG넥스원	KOSPI		310500	1	20000	6.88	288000	312000	287500	189552	57533650750	6831000000000	22000000	STK
090430	KR7090430000	아모레퍼시픽	KOSPI		114600	2	-800	-0.69	114400	115800	114000	52326	5996017750	6703270181400	58492759	STK
086520	KR7086520004	에코프로	KOSDAQ	우량기업부	47300	2	-100	-0.21	47150	48300	46800	249925	11881275025	6297443482000	133138340	KSQ
005830	KR7005830005	DB손해보험	KOSPI		86100	1	200	0.23	85900	86900	85600	33626	2900475350	6095880000000	70800000	STK
010950	KR7010950004	S-Oil	KOSPI		52300	2	-100	-0.19	52400	52400	51800	21803	1138014550	5888080021600	112582792	STK
021240	KR7021240007	코웨이	KOSPI		78700	2	-100	-0.13	79500	79500	76600	37847	2964170500	5710766731500	72563745	STK
