Unnamed: 0	Code	ISU_CD	Name	Market	Dept	Close	ChangeCode	Changes	ChagesRatio	Open	High	Low	Volume	Amount	Marcap	Stocks	MarketId
0	060310	KR7060310000	3S	KOSDAQ	벤처기업부	-	3									53059040	KSQ
1	095570	KR7095570008	AJ네트웍스	KOSPI		-	3									45252759	STK
2	006840	KR7006840003	AK홀딩스	KOSPI		-	3									13247561	STK
3	054620	KR7054620000	APS	KOSDAQ	중견기업부	-	3									18394221	KSQ
4	265520	KR7265520007	AP시스템	KOSDAQ	우량기업부	-	3									15050821	KSQ
5	211270	KR7211270004	AP위성	KOSDAQ	우량기업부	-	3									15082304	KSQ
6	139050	KR7139050009	BF랩스	KOSDAQ	관리종목(소속부없음)	-	3									8644551	KSQ
7	027410	KR7027410000	BGF	KOSPI		-	3									95716791	STK
8	282330	KR7282330000	BGF리테일	KOSPI		-	3									17283906	STK
9	126600	KR7126600006	BGF에코머티리얼즈	KOSDAQ	우량기업부	-	3									62766899	KSQ
10	138930	KR7138930003	BNK금융지주	KOSPI		-	3									310327033	STK
11	001460	KR7001460005	BYC	KOSPI		-	3									6246150	STK
12	001465	KR7001461003	BYC우	KOSPI		-	3									2153850	STK
13	083790	KR7083790006	CG인바이츠	KOSDAQ	벤처기업부	-	3									76894182	KSQ
14	001040	KR7001040005	CJ	KOSPI		-	3									29176998	STK
15	079160	KR7079160008	CJ CGV	KOSPI		-	3									165582366	STK
17	311690	KR7311690002	CJ 바이오사이언스	KOSDAQ	기술성장기업부	-	3									13065462	KSQ
18	00104K	KR700104K010	CJ4우(전환)	KOSPI		-	3									4226512	STK
19	000120	KR7000120006	CJ대한통운	KOSPI		-	3									22812344	STK
20	011150	KR7011150000	CJ씨푸드	KOSPI		-	3									35930773	STK
21	011155	KR7011151008	CJ씨푸드1우	KOSPI		-	3									200000	STK
22	001045	KR7001041003	CJ우	KOSPI		-	3									2260223	STK
23	097950	KR7097950000	CJ제일제당	KOSPI		-	3									15054186	STK
24	097955	KR7097951008	CJ제일제당 우	KOSPI		-	3									1327433	STK
25	051500	KR7051500007	CJ프레시웨이	KOSDAQ	우량기업부	-	3									11871586	KSQ
26	058820	KR7058820002	CMG제약	KOSDAQ	중견기업부	-	3									147842183	KSQ
27	056730	KR7056730005	CNT85	KOSDAQ	벤처기업부	-	3									74111186	KSQ
28	000480	KR7000480004	CR홀딩스	KOSPI		-	3									46890490	STK
29	065770	KR7065770000	CS	KOSDAQ	벤처기업부	-	3									19411130	KSQ
30	083660	KR7083660001	CSA 코스믹	KOSDAQ	중견기업부	-	3									62829459	KSQ
31	000590	KR7000590000	CS홀딩스	KOSPI		-	3									1154482	STK
32	012030	KR7012030003	DB	KOSPI		-	3									201173933	STK
33	477760	KR7477760003	DB금융스팩12호	KOSDAQ	SPAC(소속부없음)	-	3									5840000	KSQ
34	005830	KR7005830005	DB손해보험	KOSPI		-	3									69384000	STK
35	016610	KR7016610008	DB증권	KOSPI		-	3									42446389	STK
36	000990	KR7000990002	DB하이텍	KOSPI		-	3									43504588	STK
37	099520	KR7099520009	DGI	KOSDAQ	관리종목(소속부없음)	-	3									45281824	KSQ
38	000300	KR7000300004	DH오토넥스	KOSPI		-	3									41437055	STK
39	290120	KR7290120005	DH오토리드	KOSDAQ	우량기업부	-	3									15824249	KSQ
40	025440	KR7025440009	DH오토웨어	KOSDAQ	투자주의환기종목(소속부없음)	-	3									48781224	KSQ
41	001530	KR7001530005	DI동일	KOSPI		-	3									19729280	STK
42	015590	KR7015590003	DKME	KOSPI		-	3									236981544	STK
43	000210	KR7000210005	DL	KOSPI		-	3									20955884	STK
44	000215	KR7000211003	DL우	KOSPI		-	3									1686115	STK
45	375500	KR7375500006	DL이앤씨	KOSPI		-	3									38693623	STK
46	37550L	KR737550K029	DL이앤씨2우(전환)	KOSPI		-	3									2111951	STK
47	37550K	KR737550K011	DL이앤씨우	KOSPI		-	3									2113885	STK
48	068790	KR7068790005	DMS	KOSDAQ	중견기업부	-	3									22570224	KSQ
49	007340	KR7007340003	DN오토모티브	KOSPI		-	3									58510865	STK
50	004840	KR7004840005	DRB동일	KOSPI		-	3									19930000	STK
51	241520	KR7241520006	DSC인베스트먼트	KOSDAQ	중견기업부	-	3									27000000	KSQ
52	155660	KR7155660004	DSR	KOSPI		-	3									16000000	STK
53	069730	KR7069730000	DSR제강	KOSPI		-	3									14400000	STK
54	017860	KR7017860008	DS단석	KOSPI		-	3									17584212	STK
55	180400	KR7180400004	DXVX	KOSDAQ	관리종목(소속부없음)	-	3									98429432	KSQ
56	092780	KR7092780006	DYP	KOSPI		-	3									13168460	STK
57	017940	KR7017940008	E1	KOSPI		-	3									6860000	STK
58	418620	KR7418620001	E8	KOSDAQ	기술성장기업부	-	3									19850477	KSQ
59	245620	KR7245620000	EDGC	KOSDAQ	관리종목(소속부없음)	-	3									138493951	KSQ
60	037370	KR7037370004	EG	KOSDAQ	벤처기업부	-	3									8624972	KSQ
62	365550	KR7365550003	ESR켄달스퀘어리츠	KOSPI		-	3									246089000	STK
63	050120	KR7050120005	ES큐브	KOSDAQ	중견기업부	-	3									13564086	KSQ
64	383220	KR7383220001	F&F	KOSPI		-	3									38307075	STK
65	007700	KR7007700008	F&F홀딩스	KOSPI		-	3									39114367	STK
66	214270	KR7214270001	FSN	KOSDAQ	중견기업부	-	3									44735105	KSQ
67	032620	KR7032620007	GC메디아이	KOSDAQ	중견기업부	-	3									52197139	KSQ
68	130500	KR7130500002	GH신소재	KOSDAQ	우량기업부	-	3									14545052	KSQ
69	114090	KR7114090004	GKL	KOSPI		-	3									61855670	STK
70	900290	HK0000307485	GRT	KOSDAQ	외국기업(소속부없음)	-	3									80850000	KSQ
71	078930	KR7078930005	GS	KOSPI		-	3									92915378	STK
72	083450	KR7083450007	GST	KOSDAQ	우량기업부	-	3									18430000	KSQ
73	006360	KR7006360002	GS건설	KOSPI		-	3									85581490	STK
74	001250	KR7001250000	GS글로벌	KOSPI		-	3									82533764	STK
75	007070	KR7007070006	GS리테일	KOSPI		-	3									83607415	STK
76	078935	KR7078931003	GS우	KOSPI		-	3									1784826	STK
77	499790	KR7499790004	GS피앤엘	KOSPI		-	3									19830841	STK
78	297890	KR7297890006	HB솔루션	KOSDAQ	우량기업부	-	3									73140914	KSQ
79	440290	KR7440290005	HB인베스트먼트	KOSDAQ	중견기업부	-	3									27506430	KSQ
80	078150	KR7078150000	HB테크놀러지	KOSDAQ	우량기업부	-	3									92715916	KSQ
81	225530	KR7225530005	HC보광산업	KOSDAQ	우량기업부	-	3									36338727	KSQ
82	060560	KR7060560000	HC홈센타	KOSDAQ	중견기업부	-	3									126940008	KSQ
83	012630	KR7012630000	HDC	KOSPI		-	3									59741721	STK
84	039570	KR7039570007	HDC랩스	KOSPI		-	3									25957601	STK
85	089470	KR7089470009	HDC현대EP	KOSPI		-	3									31900000	STK
86	267270	KR7267270007	HD건설기계	KOSPI		-	3									47974118	STK
87	009540	KR7009540006	HD한국조선해양	KOSPI		-	3									70773116	STK
88	267250	KR7267250009	HD현대	KOSPI		-	3									78993085	STK
89	443060	KR7443060009	HD현대마린솔루션	KOSPI		-	3									44831335	STK
90	071970	KR7071970008	HD현대마린엔진	KOSPI		-	3									33921495	STK
91	322000	KR7322000001	HD현대에너지솔루션	KOSPI		-	3									11200000	STK
92	267260	KR7267260008	HD현대일렉트릭	KOSPI		-	3									36047135	STK
93	329180	KR7329180004	HD현대중공업	KOSPI		-	3									104961225	STK
94	376270	KR7376270005	HEM파마	KOSDAQ	기술성장기업부	-	3									7186187	KSQ
95	097230	KR7097230007	HJ중공업	KOSPI		-	3									90295344	STK
97	014790	KR7014790000	HL D&I	KOSPI		-	3									37858601	STK
98	028300	KR7028300002	HLB	KOSDAQ	중견기업부	-	3									133132504	KSQ
99	003580	KR7003580008	HLB글로벌	KOSPI		-	3									50663505	STK
100	278650	KR7278650007	HLB바이오스텝	KOSDAQ	중견기업부	-	3									87161984	KSQ
101	067630	KR7067630004	HLB생명과학	KOSDAQ	투자주의환기종목(소속부없음)	-	3									121917058	KSQ
102	024850	KR7024850000	HLB이노베이션	KOSDAQ	중견기업부	-	3									157382650	KSQ
103	187420	KR7187420005	HLB제넥스	KOSDAQ	기술성장기업부	-	3									29374208	KSQ
104	047920	KR7047920004	HLB제약	KOSDAQ	기술성장기업부	-	3									32799356	KSQ
105	115450	KR7115450009	HLB테라퓨틱스	KOSDAQ	중견기업부	-	3									88580109	KSQ
106	046210	KR7046210001	HLB파나진	KOSDAQ	벤처기업부	-	3									45470654	KSQ
107	196300	KR7196300008	HLB펩	KOSDAQ	관리종목(소속부없음)	-	3									9293398	KSQ
108	204320	KR7204320006	HL만도	KOSPI		-	3									46957120	STK
109	060980	KR7060980000	HL홀딩스	KOSPI		-	3									9078847	STK
110	011200	KR7011200003	HMM	KOSPI		-	3									943237970	STK
112	036640	KR7036640001	HRS	KOSDAQ	우량기업부	-	3									16354800	KSQ
113	035000	KR7035000009	HS애드	KOSPI		-	3									16207644	STK
114	002460	KR7002460004	HS화성	KOSPI		-	3									10150000	STK
115	487570	KR7487570004	HS효성	KOSPI		-	3									3725927	STK
116	298050	KR7298050006	HS효성첨단소재	KOSPI		-	3									4479948	STK
117	467930	KR7467930004	IBKS제23호스팩	KOSDAQ	SPAC(소속부없음)	-	3									4230000	KSQ
118	469480	KR7469480008	IBKS제24호스팩	KOSDAQ	SPAC(소속부없음)	-	3									4230000	KSQ
119	0099X0	KR70099X0007	IBKS제25호스팩	KOSDAQ	SPAC(소속부없음)	-	3									5980000	KSQ
120	015360	KR7015360001	INVENI	KOSPI		-	3									27250000	STK
121	294870	KR7294870001	IPARK현대산업개발	KOSPI		-	3									65907330	STK
123	175330	KR7175330000	JB금융지주	KOSPI		-	3									188253584	STK
124	950170	KR8392080006	JTC	KOSDAQ	외국기업(소속부없음)	-	3									51746348	KSQ
125	234080	KR7234080000	JW생명과학	KOSPI		-	3									15834554	STK
126	067290	KR7067290007	JW신약	KOSDAQ	중견기업부	-	3									56037103	KSQ
127	001060	KR7001060003	JW중외제약	KOSPI		-	3									23285930	STK
128	001067	KR7001062009	JW중외제약2우B	KOSPI		-	3									209973	STK
129	001065	KR7001061001	JW중외제약우	KOSPI		-	3									341951	STK
130	096760	KR7096760004	JW홀딩스	KOSPI		-	3									73924942	STK
132	318000	KR7318000007	KBG	KOSDAQ	벤처기업부	-	3									8740223	KSQ
133	008970	KR7008970006	KBI동양철관	KOSPI		-	3									103766907	STK
134	024840	KR7024840001	KBI메탈	KOSDAQ	중견기업부	-	3									34909199	KSQ
135	105560	KR7105560007	KB금융	KOSPI		-	3									372850455	STK
136	415640	KR7415640002	KB발해인프라	KOSPI		-	3									122545548	STK
137	432320	KR7432320000	KB스타리츠	KOSPI		-	3									101414285	STK
138	024120	KR7024120008	KB오토시스	KOSDAQ	중견기업부	-	3									11500000	KSQ
139	464680	KR7464680008	KB제27호스팩	KOSDAQ	SPAC(소속부없음)	-	3									12905000	KSQ
140	478390	KR7478390008	KB제29호스팩	KOSDAQ	SPAC(소속부없음)	-	3									6220000	KSQ
141	486630	KR7486630007	KB제30호스팩	KOSDAQ	SPAC(소속부없음)	-	3									5310000	KSQ
142	492220	KR7492220009	KB제31호스팩	KOSDAQ	SPAC(소속부없음)	-	3									6210000	KSQ
143	0037T0	KR70037T0008	KB제32호스팩	KOSDAQ	SPAC(소속부없음)	-	3									6330000	KSQ
144	0072Z0	KR70072Z0006	KB제33호스팩	KOSDAQ	SPAC(소속부없음)	-	3									7885000	KSQ
145	002380	KR7002380004	KCC	KOSPI		-	3									8886471	STK
146	021320	KR7021320007	KCC건설	KOSDAQ	우량기업부	-	3									21400000	KSQ
147	344820	KR7344820006	KCC글라스	KOSPI		-	3									15970512	STK
148	009070	KR7009070004	KCTC	KOSPI		-	3									30000000	STK
149	009440	KR7009440009	KC그린홀딩스	KOSPI		-	3									23239141	STK
151	119650	KR7119650000	KC코트렐	KOSPI		-	3									109785309	STK
152	044180	KR7044180008	KD	KOSDAQ	관리종목(소속부없음)	-	3									26717799	KSQ
153	092220	KR7092220003	KEC	KOSPI		-	3									200763141	STK
154	046440	KR7046440004	KG모빌리언스	KOSDAQ	우량기업부	-	3									38010802	KSQ
155	003620	KR7003620002	KG모빌리티	KOSPI		-	3									202374912	STK
156	016380	KR7016380008	KG스틸	KOSPI		-	3									100008897	STK
157	151860	KR7151860004	KG에코솔루션	KOSDAQ	우량기업부	-	3									47603002	KSQ
158	035600	KR7035600006	KG이니시스	KOSDAQ	우량기업부	-	3									27554434	KSQ
159	001390	KR7001390004	KG케미칼	KOSPI		-	3									67233030	STK
160	060720	KR7060720000	KH바텍	KOSDAQ	벤처기업부	-	3									23677442	KSQ
161	001940	KR7001940006	KISCO홀딩스	KOSPI		-	3									14176380	STK
162	058400	KR7058400003	KNN	KOSDAQ	우량기업부	-	3									132429720	KSQ
163	025000	KR7025000001	KPX케미칼	KOSPI		-	3									4378709	STK
164	092230	KR7092230002	KPX홀딩스	KOSPI		-	3									4224646	STK
165	000040	KR7000040006	KR모터스	KOSPI		-	3									86375184	STK
166	044450	KR7044450005	KSS해운	KOSPI		-	3									23085880	STK
167	101000	KR7101000008	KS인더스트리	KOSDAQ	중견기업부	-	3									39641948	KSQ
168	030200	KR7030200000	KT	KOSPI		-	3									252021685	STK
169	033780	KR7033780008	KT&G	KOSPI		-	3									114676645	STK
170	058850	KR7058850009	KTcs	KOSPI		-	3									42685000	STK
171	058860	KR7058860008	KTis	KOSPI		-	3									34802000	STK
172	089600	KR7089600001	KT나스미디어	KOSDAQ	우량기업부	-	3									11568163	KSQ
173	418470	KR7418470001	KT밀리의서재	KOSDAQ	중견기업부	-	3									8565789	KSQ
174	043610	KR7043610005	KT지니뮤직	KOSDAQ	우량기업부	-	3									58115438	KSQ
175	122450	KR7122450000	KX	KOSDAQ	중견기업부	-	3									44819834	KSQ
176	052900	KR7052900008	KX하이텍	KOSDAQ	우량기업부	-	3									69481232	KSQ
177	036560	KR7036560001	KZ정밀	KOSDAQ	우량기업부	-	3									15750000	KSQ
178	061970	KR7061970000	LB세미콘	KOSDAQ	중견기업부	-	3									58083006	KSQ
179	309960	KR7309960003	LB인베스트먼트	KOSDAQ	벤처기업부	-	3									23217239	KSQ
180	093050	KR7093050003	LF	KOSPI		-	3									29240000	STK
181	003550	KR7003550001	LG	KOSPI		-	3									154221585	STK
182	034220	KR7034220004	LG디스플레이	KOSPI		-	3									500000000	STK
183	051900	KR7051900009	LG생활건강	KOSPI		-	3									15302459	STK
184	051905	KR7051901007	LG생활건강우	KOSPI		-	3									2099697	STK
185	064400	KR7064400005	LG씨엔에스	KOSPI		-	3									96885948	STK
186	373220	KR7373220003	LG에너지솔루션	KOSPI		-	3									234000000	STK
187	003555	KR7003551009	LG우	KOSPI		-	3									3011199	STK
188	032640	KR7032640005	LG유플러스	KOSPI		-	3									429828355	STK
189	011070	KR7011070000	LG이노텍	KOSPI		-	3									23667107	STK
190	066570	KR7066570003	LG전자	KOSPI		-	3									162886387	STK
191	066575	KR7066571001	LG전자우	KOSPI		-	3									17185992	STK
192	037560	KR7037560000	LG헬로비전	KOSPI		-	3									77446865	STK
193	051910	KR7051910008	LG화학	KOSPI		-	3									70592343	STK
194	051915	KR7051911006	LG화학우	KOSPI		-	3									7688800	STK
195	079550	KR7079550000	LIG넥스원	KOSPI		-	3									22000000	STK
196	225190	KR7225190008	LK삼양	KOSDAQ	중견기업부	-	3									70468440	KSQ
197	006260	KR7006260004	LS	KOSPI		-	3									31200000	STK
198	010120	KR7010120004	LS ELECTRIC	KOSPI		-	3									150000000	STK
199	000680	KR7000680009	LS네트웍스	KOSPI		-	3									78803016	STK
200	060370	KR7060370004	LS마린솔루션	KOSDAQ	우량기업부	-	3									52238854	KSQ
201	417200	KR7417200003	LS머트리얼즈	KOSDAQ	중견기업부	-	3									67652659	KSQ
202	229640	KR7229640008	LS에코에너지	KOSPI		-	3									30624879	STK
203	078020	KR7078020005	LS증권	KOSDAQ	우량기업부	-	3									55481190	KSQ
204	322180	KR7322180001	LS티라유텍	KOSDAQ	벤처기업부	-	3									20921984	KSQ
205	108320	KR7108320003	LX세미콘	KOSPI		-	3									16264300	STK
206	001120	KR7001120005	LX인터내셔널	KOSPI		-	3									38760000	STK
207	108670	KR7108670001	LX하우시스	KOSPI		-	3									8967670	STK
208	108675	KR7108671009	LX하우시스우	KOSPI		-	3									1032330	STK
209	383800	KR7383800000	LX홀딩스	KOSPI		-	3									76280690	STK
210	38380K	KR738380K012	LX홀딩스1우	KOSPI		-	3									1465285	STK
211	476080	KR7476080007	M83	KOSDAQ	중견기업부	-	3									8073000	KSQ
212	086960	KR7086960002	MDS테크	KOSDAQ	중견기업부	-	3									102692420	KSQ
213	023150	KR7023150006	MH에탄올	KOSPI		-	3									7378526	STK
214	035420	KR7035420009	NAVER	KOSPI		-	3									156852638	STK
215	160550	KR7160550000	NEW	KOSDAQ	중견기업부	-	3									27906106	KSQ
216	053290	KR7053290003	NE능률	KOSDAQ	중견기업부	-	3									16526307	KSQ
217	181710	KR7181710005	NHN	KOSPI		-	3									32753139	STK
218	060250	KR7060250008	NHN KCP	KOSDAQ	우량기업부	-	3									40160611	KSQ
219	104200	KR7104200001	NHN벅스	KOSDAQ	중견기업부	-	3									14827550	KSQ
220	400760	KR7400760005	NH올원리츠	KOSPI		-	3									54929275	STK
221	005940	KR7005940002	NH투자증권	KOSPI		-	3									356344369	STK
222	005945	KR7005941000	NH투자증권우	KOSPI		-	3									18870968	STK
223	338100	KR7338100001	NH프라임리츠	KOSPI		-	3									18660000	STK
224	034310	KR7034310003	NICE	KOSPI		-	3									36757157	STK
225	063570	KR7063570006	NICE인프라	KOSDAQ	우량기업부	-	3									34147728	KSQ
226	030190	KR7030190003	NICE평가정보	KOSPI		-	3									58911527	STK
227	008260	KR7008260002	NI스틸	KOSPI		-	3									28600117	STK
228	004250	KR7004250007	NPC	KOSPI		-	3									36720000	STK
229	004255	KR7004251005	NPC우	KOSPI		-	3									5280000	STK
230	222160	KR7222160004	NPX	KOSDAQ	관리종목(소속부없음)	-	3									9894439	KSQ
231	456040	KR7456040005	OCI	KOSPI		-	3									8952495	STK
232	010060	KR7010060002	OCI홀딩스	KOSPI		-	3									18670232	STK
233	178920	KR7178920005	PI첨단소재	KOSPI		-	3									29366322	STK
234	001340	KR7001340009	PKC	KOSPI		-	3									44918407	STK
235	024940	KR7024940009	PN풍년	KOSDAQ	벤처기업부	-	3									10000000	KSQ
236	005490	KR7005490008	POSCO홀딩스	KOSPI		-	3									79241527	STK
237	332570	KR7332570001	PS일렉트로닉스	KOSDAQ	벤처기업부	-	3									47265016	KSQ
238	218410	KR7218410009	RFHIC	KOSDAQ	우량기업부	-	3									26553442	KSQ
239	327260	KR7327260006	RF머트리얼즈	KOSDAQ	벤처기업부	-	3									8495135	KSQ
240	474610	KR7474610003	RF시스템즈	KOSDAQ	벤처기업부	-	3									14307648	KSQ
241	091340	KR7091340000	S&K폴리텍	KOSDAQ	중견기업부	-	3									11703721	KSQ
242	010950	KR7010950004	S-Oil	KOSPI		-	3									112582792	STK
243	010955	KR7010951002	S-Oil우	KOSPI		-	3									4021927	STK
244	419530	KR7419530001	SAMG엔터	KOSDAQ	기술성장기업부	-	3									9991865	KSQ
245	019550	KR7019550003	SBI인베스트먼트	KOSDAQ	벤처기업부	-	3									162066575	KSQ
246	034120	KR7034120006	SBS	KOSPI		-	3									18551238	STK
247	003080	KR7003080009	SB성보	KOSPI		-	3									20020000	STK
248	246960	KR7246960009	SCL사이언스	KOSDAQ	기술성장기업부	-	3									34017047	KSQ
249	099220	KR7099220006	SDN	KOSDAQ	중견기업부	-	3									64944350	KSQ
250	036540	KR7036540003	SFA반도체	KOSDAQ	우량기업부	-	3									164460303	KSQ
251	255220	KR7255220006	SG	KOSDAQ	중견기업부	-	3									109205011	KSQ
252	040610	KR7040610008	SG&G	KOSDAQ	중견기업부	-	3									34087196	KSQ
253	184230	KR7184230001	SGA솔루션즈	KOSDAQ	벤처기업부	-	3									88776993	KSQ
254	016250	KR7016250003	SGC E&C	KOSDAQ	중견기업부	-	3									5036986	KSQ
255	005090	KR7005090006	SGC에너지	KOSPI		-	3									14409333	STK
256	001380	KR7001380005	SG글로벌	KOSPI		-	3									44964143	STK
257	004060	KR7004060000	SG세계물산	KOSPI		-	3									202424960	STK
258	001770	KR7001770007	SHD	KOSPI		-	3									1214878	STK
259	002360	KR7002360006	SH에너지화학	KOSPI		-	3									111133730	STK
260	009160	KR7009160003	SIMPAC	KOSPI		-	3									65370968	STK
261	033530	KR7033530007	SJG세종	KOSPI		-	3									27820961	STK
262	123700	KR7123700007	SJM	KOSPI		-	3									15604898	STK
263	025530	KR7025530007	SJM홀딩스	KOSPI		-	3									14934008	STK
264	034730	KR7034730002	SK	KOSPI		-	3									72502703	STK
265	357880	KR7357880004	SKAI	KOSDAQ	기술성장기업부	-	3									50824477	KSQ
266	011790	KR7011790003	SKC	KOSPI		-	3									37868298	STK
267	018670	KR7018670000	SK가스	KOSPI		-	3									9245244	STK
268	001740	KR7001740000	SK네트웍스	KOSPI		-	3									221277902	STK
269	006120	KR7006120000	SK디스커버리	KOSPI		-	3									17413751	STK
270	006125	KR7006121008	SK디스커버리우	KOSPI		-	3									1231705	STK
271	210980	KR7210980009	SK디앤디	KOSPI		-	3									18617382	STK
272	395400	KR7395400005	SK리츠	KOSPI		-	3									301017620	STK
273	302440	KR7302440003	SK바이오사이언스	KOSPI		-	3									78456553	STK
274	326030	KR7326030004	SK바이오팜	KOSPI		-	3									78313250	STK
275	402340	KR7402340004	SK스퀘어	KOSPI		-	3									132087115	STK
277	361610	KR7361610009	SK아이이테크놀로지	KOSPI		-	3									81787100	STK
278	100090	KR7100090000	SK오션플랜트	KOSPI		-	3									62478129	STK
279	03473K	KR703473K016	SK우	KOSPI		-	3									566135	STK
280	096770	KR7096770003	SK이노베이션	KOSPI		-	3									169052788	STK
281	096775	KR7096771001	SK이노베이션우	KOSPI		-	3									1248426	STK
282	475150	KR7475150009	SK이터닉스	KOSPI		-	3									34067004	STK
283	001510	KR7001510007	SK증권	KOSPI		-	3									462590171	STK
284	001515	KR7001511005	SK증권우	KOSPI		-	3									3912514	STK
285	285130	KR7285130001	SK케미칼	KOSPI		-	3									17298766	STK
286	28513K	KR728513K010	SK케미칼우	KOSPI		-	3									2115429	STK
287	017670	KR7017670001	SK텔레콤	KOSPI		-	3									214790053	STK
288	000660	KR7000660001	SK하이닉스	KOSPI		-	3									712702365	STK
289	048550	KR7048550008	SM C&C	KOSDAQ	중견기업부	-	3									96714620	KSQ
290	063440	KR7063440002	SM Life Design	KOSDAQ	중견기업부	-	3									46029154	KSQ
291	003570	KR7003570009	SNT다이내믹스	KOSPI		-	3									33252697	STK
292	064960	KR7064960008	SNT모티브	KOSPI		-	3									26540272	STK
293	100840	KR7100840008	SNT에너지	KOSPI		-	3									20680783	STK
294	036530	KR7036530004	SNT홀딩스	KOSPI		-	3									16303886	STK
296	005610	KR7005610001	SPC삼립	KOSPI		-	3									8629009	STK
297	011810	KR7011810009	STX	KOSPI		-	3									31017927	STK
298	465770	KR7465770006	STX그린로지스	KOSPI		-	3									7171032	STK
299	077970	KR7077970002	STX엔진	KOSPI		-	3									40148063	STK
300	002820	KR7002820009	SUN&L	KOSPI		-	3									12607989	STK
301	289080	KR7289080004	SV인베스트먼트	KOSDAQ	중견기업부	-	3									54316322	KSQ
302	084870	KR7084870005	TBH글로벌	KOSPI		-	3									20856819	STK
303	002710	KR7002710002	TCC스틸	KOSPI		-	3									26213697	STK
304	013720	KR7013720008	THE CUBE&	KOSDAQ	중견기업부	-	3									60828143	KSQ
305	089230	KR7089230007	THE E&M	KOSDAQ	중견기업부	-	3									34351826	KSQ
306	032540	KR7032540007	TJ미디어	KOSDAQ	우량기업부	-	3									13931609	KSQ
307	069260	KR7069260008	TKG휴켐스	KOSPI		-	3									40878588	STK
308	007980	KR7007980006	TP	KOSPI		-	3									51175130	STK
309	048770	KR7048770002	TPC	KOSDAQ	벤처기업부	-	3									15697991	KSQ
310	246690	KR7246690002	TS인베스트먼트	KOSDAQ	중견기업부	-	3									44671615	KSQ
311	317240	KR7317240000	TS트릴리온	KOSDAQ	벤처기업부	-	3									145883557	KSQ
312	002900	KR7002900009	TYM	KOSPI		-	3									41400000	STK
313	024070	KR7024070005	WISCOM	KOSPI		-	3									15326438	STK
314	057030	KR7057030009	YBM넷	KOSDAQ	중견기업부	-	3									16312697	KSQ
315	037270	KR7037270006	YG PLUS	KOSPI		-	3									63663110	STK
316	040300	KR7040300006	YTN	KOSDAQ	중견기업부	-	3									47676980	KSQ
317	051390	KR7051390003	YW	KOSDAQ	중견기업부	-	3									11355368	KSQ
318	052220	KR7052220001	iMBC	KOSDAQ	중견기업부	-	3									23000000	KSQ
319	139130	KR7139130009	iM금융지주	KOSPI		-	3									160624583	STK
320	079940	KR7079940003	가비아	KOSDAQ	우량기업부	-	3									13420684	KSQ
321	078890	KR7078890001	가온그룹	KOSDAQ	중견기업부	-	3									18424943	KSQ
322	000500	KR7000500009	가온전선	KOSPI		-	3									16543115	STK
323	399720	KR7399720002	가온칩스	KOSDAQ	우량기업부	-	3									11600420	KSQ
325	036620	KR7036620003	감성코퍼레이션	KOSDAQ	우량기업부	-	3									90503771	KSQ
326	000860	KR7000860007	강남제비스코	KOSPI		-	3									13000000	STK
327	198440	KR7198440000	강동씨앤엘	KOSDAQ	중견기업부	-	3									60931896	KSQ
328	217730	KR7217730001	강스템바이오텍	KOSDAQ	기술성장기업부	-	3									94054149	KSQ
329	035250	KR7035250000	강원랜드	KOSPI		-	3									213940500	STK
330	114190	KR7114190002	강원에너지	KOSDAQ	우량기업부	-	3									26123038	KSQ
331	094480	KR7094480001	갤럭시아머니트리	KOSDAQ	중견기업부	-	3									39229838	KSQ
332	011420	KR7011420007	갤럭시아에스엠	KOSPI		-	3									27549644	STK
333	039240	KR7039240007	경남스틸	KOSDAQ	우량기업부	-	3									26979604	KSQ
334	053950	KR7053950002	경남제약	KOSDAQ	중견기업부	-	3									78147358	KSQ
335	002100	KR7002100006	경농	KOSPI		-	3									19522575	STK
336	009450	KR7009450008	경동나비엔	KOSPI		-	3									14568592	STK
337	267290	KR7267290005	경동도시가스	KOSPI		-	3									5895406	STK
338	012320	KR7012320008	경동인베스트	KOSPI		-	3									2365023	STK
339	011040	KR7011040003	경동제약	KOSDAQ	중견기업부	-	3									30768766	KSQ
340	000050	KR7000050005	경방	KOSPI		-	3									27415270	STK
341	214390	KR7214390007	경보제약	KOSPI		-	3									23906860	STK
342	012610	KR7012610002	경인양행	KOSPI		-	3									41616365	STK
343	009140	KR7009140005	경인전자	KOSPI		-	3									1570797	STK
344	024910	KR7024910002	경창산업	KOSDAQ	우량기업부	-	3									35819005	KSQ
345	013580	KR7013580006	계룡건설	KOSPI		-	3									8930907	STK
346	012200	KR7012200002	계양전기	KOSPI		-	3									27222829	STK
347	012205	KR7012201000	계양전기우	KOSPI		-	3									1169079	STK
348	002140	KR7002140002	고려산업	KOSPI		-	3									24939425	STK
349	049720	KR7049720006	고려신용정보	KOSDAQ	우량기업부	-	3									14300000	KSQ
350	010130	KR7010130003	고려아연	KOSPI		-	3									20872969	STK
351	002240	KR7002240000	고려제강	KOSPI		-	3									27000000	STK
352	014570	KR7014570006	고려제약	KOSDAQ	우량기업부	-	3									11000000	KSQ
353	348150	KR7348150004	고바이오랩	KOSDAQ	기술성장기업부	-	3									19418889	KSQ
354	950190	KR8344390008	고스트스튜디오	KOSDAQ	외국기업(소속부없음)	-	3									13017059	KSQ
355	098460	KR7098460009	고영	KOSDAQ	우량기업부	-	3									68654755	KSQ
