Code	ISU_CD	Name	Market	Dept	Close	ChangeCode	Changes	ChagesRatio	Open	High	Low	Volume	Amount	Marcap	Stocks	MarketId
001270	KR7001270008	부국증권	KOSPI		27500	1	100	0.36	27400	27600	27300	283	7794350	285171865000	10369886	STK
005010	KR7005010004	휴스틸	KOSPI		5060	2	-90	-1.75	5240	5300	5060	594573	3059317355	284311659500	56188075	STK
002320	KR7002320000	한진	KOSPI		18930	1	260	1.39	18670	19050	18670	7655	144941900	282958598040	14947628	STK
054950	KR7054950001	제이브이엠	KOSDAQ	우량기업부	23400	1	350	1.52	23250	23450	22900	14098	327111025	282903472800	12089892	KSQ
049070	KR7049070006	인탑스	KOSDAQ	우량기업부	16400	1	80	0.49	16340	16540	16340	8799	144781530	282080000000	17200000	KSQ
123890	KR7123890006	한국자산신탁	KOSPI		2300	1	5	0.22	2300	2315	2285	37869	87161095	281460029800	122373926	STK
377190	KR7377190004	디앤디플랫폼리츠	KOSPI		3180	2	-30	-0.93	3210	3230	3180	6450	20579375	281112000000	88400000	STK
252990	KR7252990007	샘씨엔에스	KOSDAQ	기술성장기업부	4810	1	75	1.58	4800	4875	4710	66408	320047720	280846583030	58388063	KSQ
004430	KR7004430005	송원산업	KOSPI		11700	1	50	0.43	11710	11790	11680	9066	106419380	280800000000	24000000	STK
056080	KR7056080005	유진로봇	KOSDAQ	중견기업부	7470	3	0	0.0	7520	7590	7440	39144	293460780	280215775440	37512152	KSQ
126720	KR7126720002	수산인더스트리	KOSPI		19610	1	190	0.98	19750	19750	19350	7792	152974490	280148460000	14286000	STK
010690	KR7010690006	화신	KOSPI		8020	1	20	0.25	8140	8160	7910	66950	539107650	280061688200	34920410	STK
003800	KR7003800000	에이스침대	KOSDAQ	우량기업부	25250	3	0	0.0	25200	25300	25150	244	6161050	280022500000	11090000	KSQ
065680	KR7065680001	우주일렉트로	KOSDAQ	우량기업부	30300	2	-450	-1.46	30450	30800	30300	5507	167450000	279986271300	9240471	KSQ
051500	KR7051500007	CJ프레시웨이	KOSDAQ	우량기업부	23400	3	0	0.0	23400	23450	22950	11110	257885200	277795112400	11871586	KSQ
298830	KR7298830001	슈어소프트테크	KOSDAQ	벤처기업부	5240	3	0	0.0	5370	5370	5210	151474	798532890	275723879640	52619061	KSQ
045390	KR7045390002	대아티아이	KOSDAQ	우량기업부	3910	1	70	1.82	3860	3960	3845	323023	1263409858	275550904070	70473377	KSQ
039840	KR7039840004	디오	KOSDAQ	우량기업부	18390	1	190	1.04	18200	18530	18200	24288	447081040	275514474450	14981755	KSQ
286940	KR7286940002	롯데이노베이트	KOSPI		18190	2	-60	-0.33	18250	18490	18190	1500	27364530	275203185730	15129367	STK
182360	KR7182360008	큐브엔터	KOSDAQ	우량기업부	18340	1	580	3.27	17770	18470	17720	69815	1269720580	275145666600	15002490	KSQ
216080	KR7216080002	제테마	KOSDAQ	기술성장기업부	7660	1	20	0.26	7610	7690	7460	22590	171367290	274569007880	35844518	KSQ
151860	KR7151860004	KG에코솔루션	KOSDAQ	우량기업부	5580	1	30	0.54	5600	5620	5500	37283	208270835	273994751160	49103002	KSQ
003000	KR7003000007	부광약품	KOSPI		3995	1	5	0.13	3990	4025	3985	15312	61329010	273476410645	68454671	STK
000490	KR7000490003	대동	KOSPI		10660	1	220	2.11	11480	11480	10600	558721	6122177095	273473132400	25654140	STK
001390	KR7001390004	KG케미칼	KOSPI		3990	1	25	0.63	3965	4000	3930	58909	234430487	273191469600	68469040	STK
000680	KR7000680009	LS네트웍스	KOSPI		3465	1	60	1.76	3435	3495	3410	333867	1154212590	273052450440	78803016	STK
476060	KR7476060009	온코닉테라퓨틱스	KOSDAQ	기술성장기업부	25050	1	850	3.51	24750	25050	24100	180987	4437994450	272593098000	10881960	KSQ
371950	KR7371950007	풍원정밀	KOSDAQ	기술성장기업부	12940	1	790	6.5	12440	13080	12220	33379	428140510	272263914720	21040488	KSQ
008060	KR7008060006	대덕	KOSPI		8030	1	90	1.13	7980	8050	7970	65043	521491775	272137904500	33890150	STK
372170	KR7372170001	윤성에프앤씨	KOSDAQ	기술성장기업부	34050	1	250	0.74	34300	34700	34050	4716	162057350	271686584400	7979048	KSQ
304360	KR7304360001	에스바이오메딕스	KOSDAQ	중견기업부	22900	1	1200	5.53	21700	22900	21200	78999	1762690250	271589328400	11859796	KSQ
338220	KR7338220007	뷰노	KOSDAQ	기술성장기업부	19350	1	400	2.11	19100	19450	19000	28352	542960005	270886900050	13999323	KSQ
031330	KR7031330004	에스에이엠티	KOSDAQ	우량기업부	2690	1	30	1.13	2685	2695	2670	69732	187251307	268986730230	99995067	KSQ
339770	KR7339770000	교촌에프앤비	KOSPI		5380	1	10	0.19	5430	5430	5370	4320	23292950	268812130400	49965080	STK
023410	KR7023410004	유진기업	KOSDAQ	우량기업부	3450	1	35	1.02	3430	3465	3430	103946	358626361	266722477350	77310863	KSQ
265520	KR7265520007	AP시스템	KOSDAQ	우량기업부	17400	1	220	1.28	17340	17610	17280	18673	326198975	265896725400	15281421	KSQ
009680	KR7009680000	모토닉	KOSPI		9450	2	-30	-0.32	9540	9540	9410	3491	32967650	265072500000	28050000	STK
122900	KR7122900004	아이마켓코리아	KOSPI		7920	1	20	0.25	7920	7920	7900	3240	25636710	264756412800	33428840	STK
001820	KR7001820000	삼화콘덴서	KOSPI		25400	1	300	1.2	25400	25650	25300	9189	234335700	264033000000	10395000	STK
108670	KR7108670001	LX하우시스	KOSPI		29400	2	-300	-1.01	29800	29800	29300	3433	101489900	263649498000	8967670	STK
016610	KR7016610008	DB증권	KOSPI		6210	1	100	1.64	6140	6230	6140	31812	197087990	263592075690	42446389	STK
009160	KR7009160003	SIMPAC	KOSPI		4025	1	45	1.13	4000	4035	3980	22355	89848583	263353801900	65429516	STK
295310	KR7295310007	에이치브이엠	KOSDAQ	기술성장기업부	22050	1	350	1.61	22350	22500	21950	63784	1415690550	262437578550	11901931	KSQ
357550	KR7357550003	석경에이티	KOSDAQ	기술성장기업부	48100	1	900	1.91	46800	48200	46800	1856	88580150	262385500000	5455000	KSQ
900290	HK0000307485	GRT	KOSDAQ	외국기업(소속부없음)	3245	2	-90	-2.7	3280	3335	3140	286376	925761181	262358250000	80850000	KSQ
148150	KR7148150006	세경하이테크	KOSDAQ	우량기업부	7300	1	130	1.81	7230	7310	7200	55517	402967510	261781131700	35860429	KSQ
389260	KR7389260001	대명에너지	KOSDAQ	중견기업부	15350	1	40	0.26	15140	15510	15140	62610	959922875	261717500000	17050000	KSQ
051905	KR7051901007	LG생활건강우	KOSPI		124600	1	4900	4.09	120800	125200	120800	7652	948718600	261622246200	2099697	STK
230360	KR7230360000	에코마케팅	KOSDAQ	우량기업부	8310	1	60	0.73	8270	8380	8270	15523	129373640	261499320990	31468029	KSQ
179290	KR7179290002	엠아이텍	KOSDAQ	우량기업부	8060	2	-60	-0.74	8160	8180	8020	17180	138522155	260867364680	32365678	KSQ
226320	KR7226320000	잇츠한불	KOSPI		11890	3	0	0.0	11860	12000	11850	3414	40674400	260739555350	21929315	STK
053610	KR7053610002	프로텍	KOSDAQ	우량기업부	23700	2	-100	-0.42	24100	24100	23700	7355	175363250	260700000000	11000000	KSQ
006060	KR7006060008	화승인더	KOSPI		4695	1	25	0.54	4670	4730	4670	38970	183453691	259727400000	55320000	STK
034830	KR7034830000	한국토지신탁	KOSPI		1020	1	5	0.49	1015	1020	1014	108816	110704041	257539014600	252489230	STK
950170	KR8392080006	JTC	KOSDAQ	외국기업(소속부없음)	4965	2	-55	-1.1	5030	5030	4950	21203	105410535	256920617820	51746348	KSQ
121800	KR7121800007	비덴트	KOSDAQ	관리종목(소속부없음)	3320	0	0	0.0	0	0	0	0	0	256309348520	77201611	KSQ
033240	KR7033240003	자화전자	KOSPI		11560	1	70	0.61	11580	11700	11060	13637	157868500	256121857200	22155870	STK
100790	KR7100790005	미래에셋벤처투자	KOSDAQ	우량기업부	4805	2	-475	-9.0	4900	4965	4760	498888	2420808754	255263866370	53124634	KSQ
110990	KR7110990009	디아이티	KOSDAQ	우량기업부	13500	1	170	1.28	13470	13800	13470	19305	262784505	255150000000	18900000	KSQ
041020	KR7041020009	폴라리스오피스	KOSDAQ	우량기업부	5120	1	10	0.2	5170	5180	5120	60941	313335200	254594549760	49725498	KSQ
051360	KR7051360006	토비스	KOSDAQ	벤처기업부	15830	1	50	0.32	15900	15950	15790	15466	245293920	254341528140	16067058	KSQ
095500	KR7095500005	미래나노텍	KOSDAQ	우량기업부	8180	1	60	0.74	8150	8210	8110	25249	206369080	253661791820	31009999	KSQ
001200	KR7001200005	유진투자증권	KOSPI		2615	3	0	0.0	2625	2635	2610	93842	246023265	253305683070	96866418	STK
014940	KR7014940001	오리엔탈정공	KOSDAQ	우량기업부	5540	1	80	1.47	5540	5620	5450	255068	1416226975	252478081940	45573661	KSQ
012030	KR7012030003	DB	KOSPI		1255	1	5	0.4	1251	1273	1251	38736	49005796	252473285915	201173933	STK
150840	KR7150840007	인트로메딕	KOSDAQ	관리종목(소속부없음)	5850	0	0	0.0	0	0	0	0	0	251537720850	42997901	KSQ
005945	KR7005941000	NH투자증권우	KOSPI		13290	1	90	0.68	13200	13310	13200	32054	425579315	250795164720	18870968	STK
092230	KR7092230002	KPX홀딩스	KOSPI		59300	1	800	1.37	58600	59800	58600	1461	86524700	250521507800	4224646	STK
017390	KR7017390006	서울가스	KOSPI		50000	1	50	0.1	50100	50100	49900	824	41181400	250000000000	5000000	STK
000480	KR7000480004	CR홀딩스	KOSPI		5330	1	170	3.29	5200	5370	5170	22831	120444800	249926311700	46890490	STK
005720	KR7005720008	넥센	KOSPI		4665	1	40	0.86	4630	4670	4630	2451	11395630	249782652705	53543977	STK
002810	KR7002810000	삼영무역	KOSPI		13510	3	0	0.0	13520	13580	13480	2388	32241500	249488467480	18466948	STK
005500	KR7005500004	삼진제약	KOSPI		17790	1	30	0.17	17710	17870	17700	4883	86852740	247281000000	13900000	STK
029460	KR7029460003	케이씨	KOSPI		18560	1	140	0.76	18430	18560	18370	2894	53333480	245572241280	13231263	STK
096040	KR7096040001	이트론	KOSDAQ	투자주의환기종목(소속부없음)	271	0	0	0.0	0	0	0	0	0	245561580945	906131295	KSQ
089980	KR7089980007	상아프론테크	KOSDAQ	우량기업부	15300	1	120	0.79	15300	15380	15160	16032	244755075	244632266100	15989037	KSQ
230240	KR7230240004	에치에프알	KOSDAQ	우량기업부	18360	2	-140	-0.76	18550	18690	18000	28625	525651250	244353240000	13309000	KSQ
104830	KR7104830005	원익머트리얼즈	KOSDAQ	우량기업부	19370	1	90	0.47	19350	19590	19350	15256	297405555	244216960000	12608000	KSQ
260970	KR7260970009	에스앤디	KOSDAQ	벤처기업부	84300	1	400	0.48	85400	86400	83600	11779	1003931150	243859162200	2892754	KSQ
389020	KR7389020009	자람테크놀로지	KOSDAQ	기술성장기업부	39200	1	250	0.64	39800	40050	39000	9189	362156150	242951016000	6197730	KSQ
090360	KR7090360009	로보스타	KOSDAQ	중견기업부	24800	1	350	1.43	24500	24900	24500	18771	463372325	241800000000	9750000	KSQ
007810	KR7007810005	코리아써키트	KOSPI		10230	1	160	1.59	10260	10370	10200	22917	235980020	241640282730	23620751	STK
035600	KR7035600006	KG이니시스	KOSDAQ	우량기업부	8740	1	20	0.23	8720	8780	8700	24355	212630420	240825753160	27554434	KSQ
011500	KR7011500006	한농화성	KOSPI		15390	1	120	0.79	15390	15520	15310	22815	351887515	240654076380	15637042	STK
107640	KR7107640005	한중엔시에스	KOSDAQ	기술성장기업부	26550	1	150	0.57	27350	27400	26150	91323	2446035850	240488466300	9057946	KSQ
123860	KR7123860009	아나패스	KOSDAQ	벤처기업부	19790	1	130	0.66	19710	19930	19680	9388	185903520	239922382850	12123415	KSQ
048870	KR7048870000	시너지이노베이션	KOSDAQ	우량기업부	2900	2	-25	-0.85	2940	2980	2885	186840	544828745	239897126300	82723147	KSQ
240550	KR7240550004	동방메디컬	KOSDAQ	벤처기업부	11540	1	840	7.85	10770	11770	10770	2218252	25377368500	239742807600	20774940	KSQ
298690	KR7298690009	에어부산	KOSPI		2055	1	10	0.49	2045	2065	2040	29010	59630001	239695200000	116640000	STK
334890	KR7334890001	이지스밸류리츠	KOSPI		4655	1	5	0.11	4675	4675	4645	4604	21422580	239469348195	51443469	STK
100120	KR7100120005	뷰웍스	KOSDAQ	우량기업부	24550	3	0	0.0	24650	24650	24350	898	22011300	239362500000	9750000	KSQ
060150	KR7060150000	인선이엔티	KOSDAQ	우량기업부	5130	1	90	1.79	5040	5130	5040	9882	50340450	238871329560	46563612	KSQ
138490	KR7138490008	코오롱ENP	KOSPI		6280	1	70	1.13	6400	6740	6200	440079	2821980615	238640000000	38000000	STK
007570	KR7007570005	일양약품	KOSPI		12500	2	-40	-0.32	12500	12680	12410	52788	659560885	238570800000	19085664	STK
047560	KR7047560008	이스트소프트	KOSDAQ	중견기업부	20500	1	100	0.49	20550	20700	20400	44287	907875025	238338986000	11626292	KSQ
126700	KR7126700004	하이비젼시스템	KOSDAQ	우량기업부	15900	3	0	0.0	15950	16130	15890	17424	279054430	237579580800	14942112	KSQ
475960	KR7475960001	토모큐브	KOSDAQ	기술성장기업부	18190	1	160	0.89	18030	18380	18000	29793	541253540	237335734860	13047594	KSQ
008970	KR7008970006	동양철관	KOSPI		1488	2	-118	-7.35	1629	1670	1485	19741610	30943894713	236360203824	158844223	STK
138610	KR7138610001	나이벡	KOSDAQ	기술성장기업부	21600	2	-200	-0.92	21800	22200	21450	24664	538956250	235291327200	10893117	KSQ
255220	KR7255220006	SG	KOSDAQ	중견기업부	2385	1	25	1.06	2410	2425	2370	275196	658492505	234742158225	98424385	KSQ
004980	KR7004980009	성신양회	KOSPI		9560	2	-480	-4.78	9940	10000	9530	461177	4487832820	234373657880	24516073	STK
208340	KR7208340000	파멥신	KOSDAQ	관리종목(소속부없음)	2915	0	0	0.0	0	0	0	0	0	233786229820	80201108	KSQ
308430	KR7308430008	셀비온	KOSDAQ	기술성장기업부	18230	2	-180	-0.98	18550	18670	18160	31494	577686380	233362394070	12801009	KSQ
114810	KR7114810005	한솔아이원스	KOSDAQ	중견기업부	7995	1	35	0.44	8110	8150	7950	31548	253432985	232759826130	29113174	KSQ
007460	KR7007460009	에이프로젠	KOSPI		742	1	5	0.68	744	744	736	333617	246756479	231375393592	311826676	STK
458650	KR7458650009	성우	KOSDAQ	벤처기업부	15340	1	170	1.12	15230	15470	15230	12024	184689900	230800577800	15045670	KSQ
001630	KR7001630003	종근당홀딩스	KOSPI		46000	1	150	0.33	45800	46200	45750	1929	88503375	230453606000	5009861	STK
000430	KR7000430009	대원강업	KOSPI		3715	2	-20	-0.54	3735	3760	3700	11229	41867780	230330000000	62000000	STK
039570	KR7039570007	HDC랩스	KOSPI		8870	3	0	0.0	8830	8950	8820	3086	27359335	230243920870	25957601	STK
071280	KR7071280002	로체시스템즈	KOSDAQ	우량기업부	15000	1	30	0.2	15200	15200	14980	5051	75998400	229449045000	15296603	KSQ
067390	KR7067390005	아스트	KOSDAQ	중견기업부	580	1	27	4.88	553	586	553	742895	427483234	229191395820	395157579	KSQ
001230	KR7001230002	동국홀딩스	KOSPI		7170	1	120	1.7	7050	7210	7050	61916	443216505	228009463110	31800483	STK
452260	KR7452260003	한화갤러리아	KOSPI		1160	1	24	2.11	1138	1174	1138	274097	317079371	224877147600	193859610	STK
003350	KR7003350006	한국화장품제조	KOSPI		49550	2	-850	-1.69	50500	50600	49550	17454	873102150	224560600000	4532000	STK
096760	KR7096760004	JW홀딩스	KOSPI		3030	1	5	0.17	3045	3045	3025	3292	9974227	223992574260	73924942	STK
045660	KR7045660008	에이텍	KOSDAQ	우량기업부	27100	1	50	0.18	27000	27450	26650	39438	1065253250	223846000000	8260000	KSQ
013990	KR7013990007	아가방컴퍼니	KOSDAQ	우량기업부	6800	2	-200	-2.86	7010	7120	6750	583591	4043436690	223635244800	32887536	KSQ
323990	KR7323990002	박셀바이오	KOSDAQ	기술성장기업부	9610	2	-190	-1.94	10000	10180	9600	174859	1718001105	223503085450	23257345	KSQ
060720	KR7060720000	KH바텍	KOSDAQ	우량기업부	9430	1	80	0.86	9400	9440	9360	9473	89078370	223278278060	23677442	KSQ
285490	KR7285490009	노바텍	KOSDAQ	우량기업부	21100	1	1470	7.49	19990	21600	19910	499246	10401796645	223150034100	10575831	KSQ
001510	KR7001510007	SK증권	KOSPI		472	1	1	0.21	468	472	468	145764	68501363	223062560712	472590171	STK
004360	KR7004360004	세방	KOSPI		11500	1	70	0.61	11580	11580	11430	2598	29840320	222049935000	19308690	STK
058430	KR7058430000	포스코스틸리온	KOSPI		37000	2	-50	-0.13	37700	37850	36950	7208	269565450	222000000000	6000000	STK
112290	KR7112290002	와이씨켐	KOSDAQ	기술성장기업부	21950	1	100	0.46	22250	22550	21800	26817	592441825	221926462750	10110545	KSQ
001130	KR7001130004	대한제분	KOSPI		131100	1	600	0.46	130600	131100	130600	46	6019400	221559000000	1690000	STK
002150	KR7002150001	도화엔지니어링	KOSPI		6570	1	10	0.15	6630	6630	6550	3309	21767300	221540400000	33720000	STK
127120	KR7127120004	제이에스링크	KOSDAQ	벤처기업부	9080	2	-160	-1.73	9500	9500	9000	28447	259606345	221410261200	24384390	KSQ
389140	KR7389140005	포바이포	KOSDAQ	벤처기업부	19850	2	-400	-1.98	20300	21500	19620	2091365	42417013690	220587789750	11112735	KSQ
090710	KR7090710005	휴림로봇	KOSDAQ	중견기업부	2000	1	4	0.2	2000	2010	1997	564385	1128562556	220475586000	110237793	KSQ
037710	KR7037710001	광주신세계	KOSPI		27700	2	-50	-0.18	27850	27900	27650	4004	111195475	220414163000	7957190	STK
086820	KR7086820008	바이오솔루션	KOSDAQ	기술성장기업부	27000	1	250	0.93	26850	27700	26600	6951	188349250	220412502000	8163426	KSQ
263720	KR7263720005	디앤씨미디어	KOSDAQ	우량기업부	17570	2	-30	-0.17	17490	17680	17410	15766	276382925	220054990610	12524473	KSQ
368770	KR7368770004	파이버프로	KOSDAQ	벤처기업부	6690	2	-200	-2.9	6940	6940	6630	205215	1390042980	219794765250	32854225	KSQ
236200	KR7236200002	슈프리마	KOSDAQ	우량기업부	30550	2	-550	-1.77	31000	31150	30400	18865	580321350	219754490150	7193273	KSQ
118990	KR7118990001	모트렉스	KOSDAQ	우량기업부	8830	1	30	0.34	8910	8930	8790	20980	185988545	219531371700	24861990	KSQ
095700	KR7095700001	제넥신	KOSDAQ	기술성장기업부	4810	2	-80	-1.64	4880	4950	4790	57345	277794465	219049776140	45540494	KSQ
117730	KR7117730002	티로보틱스	KOSDAQ	벤처기업부	11650	3	0	0.0	11650	11830	11550	101268	1181571895	218811348500	18782090	KSQ
035510	KR7035510007	신세계 I&C	KOSPI		14300	2	-680	-4.54	14470	14740	14050	886852	12795347650	218340122000	15268540	STK
000540	KR7000540005	흥국화재	KOSPI		3395	1	10	0.3	3385	3440	3355	51332	173471770	218103779775	64242645	STK
461300	KR7461300006	아이스크림미디어	KOSDAQ	중견기업부	16600	1	660	4.14	16030	16800	15920	74112	1219893195	218089687800	13137933	KSQ
016580	KR7016580003	환인제약	KOSPI		11690	1	60	0.52	11630	11690	11630	1350	15743030	217434818300	18600070	STK
025000	KR7025000001	KPX케미칼	KOSPI		44800	1	400	0.9	44400	44925	44350	1385	62022575	216832000000	4840000	STK
091120	KR7091120006	이엠텍	KOSDAQ	우량기업부	12650	2	-10	-0.08	12780	12830	12590	17608	224097300	216731640400	17132936	KSQ
001250	KR7001250000	GS글로벌	KOSPI		2625	1	10	0.38	2640	2660	2615	235145	619803509	216651130500	82533764	STK
035810	KR7035810001	이지홀딩스	KOSDAQ	우량기업부	3355	2	-15	-0.45	3370	3395	3300	103799	346497500	216451800675	64516185	KSQ
299900	KR7299900001	위지윅스튜디오	KOSDAQ	우량기업부	1265	1	26	2.1	1239	1272	1238	154964	193543181	216376838260	171048884	KSQ
057880	KR7057880007	푸른소나무	KOSDAQ	관리종목(소속부없음)	8790	0	0	0.0	0	0	0	0	0	216061434720	24580368	KSQ
377450	KR7377450002	리파인	KOSDAQ	중견기업부	12440	2	-20	-0.16	12440	12640	12440	5102	63691390	215585200000	17330000	KSQ
006340	KR7006340004	대원전선	KOSPI		2875	1	60	2.13	2815	2915	2815	1314522	3779281667	215565128125	74979175	STK
394800	KR7394800007	쓰리빌리언	KOSDAQ	기술성장기업부	6790	2	-100	-1.45	6970	6980	6760	402522	2765544050	215389249810	31721539	KSQ
294570	KR7294570007	쿠콘	KOSDAQ	벤처기업부	21000	3	0	0.0	20950	21150	20350	39021	808690175	215348385000	10254685	KSQ
086390	KR7086390002	유니테스트	KOSDAQ	중견기업부	10180	1	320	3.25	10160	10370	10000	54805	559069440	215145402680	21134126	KSQ
360070	KR7360070007	탑머티리얼	KOSDAQ	중견기업부	26450	1	400	1.54	26700	26800	26250	13229	351092275	214711657350	8117643	KSQ
117580	KR7117580001	대성에너지	KOSPI		7790	1	20	0.26	7800	7830	7760	5317	41423430	214225000000	27500000	STK
078020	KR7078020005	LS증권	KOSDAQ	우량기업부	3855	1	20	0.52	3845	3860	3840	3397	13083270	213879987450	55481190	KSQ
004380	KR7004380002	삼익THK	KOSPI		10150	1	20	0.2	10200	10290	10130	11441	116759130	213150000000	21000000	STK
256940	KR7256940008	킵스파마	KOSDAQ	벤처기업부	11150	2	-230	-2.02	11450	11450	11090	97128	1090623520	212700856500	19076310	KSQ
013120	KR7013120001	동원개발	KOSDAQ	우량기업부	2340	1	5	0.21	2335	2345	2320	10334	24176750	212490954000	90808100	KSQ
168360	KR7168360006	펨트론	KOSDAQ	벤처기업부	9980	2	-20	-0.2	10240	10260	9900	92693	929461145	212457074320	21288284	KSQ
018000	KR7018000000	유니슨	KOSDAQ	중견기업부	1253	2	-6	-0.48	1256	1256	1253	403888	506445690	210994629692	168391564	KSQ
092730	KR7092730001	네오팜	KOSDAQ	우량기업부	13160	2	-80	-0.6	13320	13320	13100	9181	120803340	210928335240	16027989	KSQ
102460	KR7102460003	이연제약	KOSPI		11340	2	-10	-0.09	11430	11450	11300	2706	30708430	210774436740	18586811	STK
005160	KR7005160007	동국산업	KOSDAQ	우량기업부	3880	1	25	0.65	3855	3920	3825	18367	71078733	210468590160	54244482	KSQ
003120	KR7003120003	일성아이에스	KOSPI		15810	2	-20	-0.13	15970	15970	15770	502	7931400	210273000000	13300000	STK
005680	KR7005680004	삼영전자	KOSPI		10500	1	160	1.55	10440	10520	10340	12917	135280540	210000000000	20000000	STK
356680	KR7356680009	엑스게이트	KOSDAQ	벤처기업부	7350	2	-40	-0.54	7470	7470	7340	68152	504690665	209794666200	28543492	KSQ
080160	KR7080160005	모두투어	KOSDAQ	우량기업부	11100	1	30	0.27	11200	11200	10980	33485	371390850	209790000000	18900000	KSQ
054450	KR7054450002	텔레칩스	KOSDAQ	우량기업부	13840	1	210	1.54	14000	14020	13830	11855	164656840	209596184720	15144233	KSQ
043370	KR7043370006	피에이치에이	KOSDAQ	우량기업부	9960	2	-60	-0.6	10060	10100	9940	9208	92177020	209160000000	21000000	KSQ
001780	KR7001780006	알루코	KOSPI		2160	1	5	0.23	2155	2175	2155	86988	188483551	209153085120	96830132	STK
064090	KR7064090004	인크레더블버즈	KOSDAQ	중견기업부	4195	1	60	1.45	4100	4340	4080	34639	144640620	208670815275	49742745	KSQ
272550	KR7272550005	삼양패키징	KOSPI		13580	1	50	0.37	13550	13610	13550	759	10306520	208194586180	15330971	STK
068930	KR7068930007	디지털대성	KOSDAQ	우량기업부	7520	1	30	0.4	7470	7530	7420	3339	24997000	208118571840	27675342	KSQ
950140	KR8840110108	잉글우드랩	KOSDAQ	외국기업(소속부없음)	10470	2	-250	-2.33	10830	10830	10430	182166	1933509545	208016557020	19867866	KSQ
053210	KR7053210001	스카이라이프	KOSPI		4370	2	-15	-0.34	4395	4400	4365	14003	61227830	207675313350	47522955	STK
044450	KR7044450005	KSS해운	KOSPI		8990	1	100	1.12	8900	8990	8830	15579	139244050	207542061200	23085880	STK
034810	KR7034810002	해성산업	KOSDAQ	우량기업부	6370	1	80	1.27	6310	6390	6310	6868	43639950	207387179090	32556857	KSQ
214420	KR7214420002	토니모리	KOSPI		8590	2	-70	-0.81	8760	8760	8570	98831	856268350	206630723410	24054799	STK
194370	KR7194370003	제이에스코퍼레이션	KOSPI		7370	2	-170	-2.25	7490	7490	7200	111156	813186700	206051403360	27958128	STK
200710	KR7200710002	에이디테크놀로지	KOSDAQ	중견기업부	15330	1	80	0.52	15560	15670	15290	9568	148640020	206047801260	13440822	KSQ
293480	KR7293480000	하나제약	KOSPI		11580	1	40	0.35	11550	11710	11510	15155	175749060	205810714680	17772946	STK
013580	KR7013580006	계룡건설	KOSPI		23000	2	-1400	-5.74	24150	24200	22500	414692	9701626250	205410861000	8930907	STK
144960	KR7144960002	뉴파워프라즈마	KOSDAQ	우량기업부	4700	3	0	0.0	4725	4750	4695	20170	95197375	205355332800	43692624	KSQ
456010	KR7456010008	아이씨티케이	KOSDAQ	기술성장기업부	15410	2	-320	-2.03	15990	16050	15220	372797	5816777745	204596350960	13276856	KSQ
083930	KR7083930008	아바코	KOSDAQ	우량기업부	13690	1	200	1.48	13600	13740	13590	15264	208672670	204156204620	14912798	KSQ
293780	KR7293780003	압타바이오	KOSDAQ	기술성장기업부	7590	1	30	0.4	7570	7670	7550	27151	206070710	204029522400	26881360	KSQ
019210	KR7019210004	와이지-원	KOSDAQ	우량기업부	6070	1	60	1.0	6010	6210	6010	258574	1578246925	203793081330	33573819	KSQ
002900	KR7002900009	TYM	KOSPI		4520	1	5	0.11	4710	4815	4510	198856	920654685	203630321120	45050956	STK
101530	KR7101530004	해태제과식품	KOSPI		6990	1	10	0.14	7040	7080	6910	20657	144753200	203526585780	29116822	STK
070960	KR7070960000	모나용평	KOSPI		4220	2	-20	-0.47	4220	4310	4125	164105	688366035	203122665260	48133333	STK
064820	KR7064820004	케이프	KOSDAQ	우량기업부	6570	1	80	1.23	6530	6720	6450	95468	630489445	203024352960	30901728	KSQ
102260	KR7102260007	동성케미컬	KOSPI		4045	1	105	2.66	3980	4185	3940	237831	968306717	202965119595	50176791	STK
036890	KR7036890002	진성티이씨	KOSDAQ	우량기업부	9010	1	70	0.78	9000	9090	8940	23865	215072485	202565234680	22482268	KSQ
042370	KR7042370007	비츠로테크	KOSDAQ	우량기업부	7730	1	170	2.25	7770	7820	7650	32660	252405370	202526193250	26200025	KSQ
084680	KR7084680008	이월드	KOSPI		1428	1	10	0.71	1418	1430	1411	53510	75956848	202499243604	141806193	STK
030210	KR7030210009	다올투자증권	KOSPI		3320	2	-140	-4.05	3470	3470	3305	105728	354731525	202224871920	60911106	STK
417310	KR7417310000	코람코더원리츠	KOSPI		5000	3	0	0.0	5010	5010	4995	4616	23083895	202000000000	40400000	STK
033920	KR7033920000	무학	KOSPI		7070	2	-20	-0.28	7080	7200	7060	23629	167381800	201495000000	28500000	STK
008830	KR7008830002	대동기어	KOSDAQ	우량기업부	22400	1	200	0.9	22900	23100	21850	571501	12848350750	201320448000	8987520	KSQ
203400	KR7203400007	에이비온	KOSDAQ	기술성장기업부	7000	2	-70	-0.99	7100	7130	6930	26641	186059390	200461905000	28637415	KSQ
432720	KR7432720001	퀄리타스반도체	KOSDAQ	기술성장기업부	14280	1	280	2.0	14670	15080	14250	213554	3133315695	200082963360	14011412	KSQ
213500	KR7213500002	한솔제지	KOSPI		8390	2	-30	-0.36	8430	8450	8390	12230	103019320	199686832640	23800576	STK
425420	KR7425420007	티에프이	KOSDAQ	벤처기업부	17520	1	80	0.46	17550	17870	17500	6826	120527870	199395120000	11381000	KSQ
